Date,Time,Service Category,Technician,Ad Spend,Conversions,Revenue,Client Type
2024-11-18,Morning,Instead,Victor,131.71,1,137.9,Loyal
2025-02-11,Morning,Appear,Kayla,118.17,2,380.54,Loyal
2025-04-17,Morning,Ever,Melissa,62.48,9,306.88,Returning
2025-03-05,Morning,Mrs,Hector,119.9,10,482.72,Loyal
2025-04-02,Morning,Large,Amanda,73.21,3,411.97,New
2025-01-15,Morning,Also,Christopher,5.3,7,32.13,Returning
2024-12-22,Afternoon,Method,Jennifer,126.95,1,448.93,New
2025-01-21,Night,Head,Savannah,138.8,6,193.42,Returning
2024-12-12,Afternoon,Road,Joseph,36.98,3,81.94,Loyal
2024-11-06,Night,Set,Grace,103.65,3,481.48,Loyal
2025-04-17,Afternoon,Second,Kristen,119.69,1,61.61,Loyal
2025-01-24,Night,Administration,Michael,90.81,10,138.06,Loyal
2025-01-06,Evening,Character,Michael,26.87,0,66.92,New
2024-12-18,Afternoon,Behavior,David,117.26,0,313.29,Loyal
2025-03-21,Morning,Threat,Jessica,38.48,8,251.14,Loyal
2024-12-04,Evening,Defense,Jennifer,23.02,4,180.66,New
2025-01-09,Evening,Relate,Nicole,18.66,5,310,Returning
2024-12-02,Afternoon,My,Jesse,121.11,10,80.16,New
2025-01-21,Night,Information,Troy,57.62,6,169.63,Loyal
2025-04-11,Night,Away,Jason,100.65,0,430.48,Loyal
2025-01-27,Afternoon,Eat,Jasmine,124.8,4,395.14,New
2024-11-27,Evening,Though,Sonya,47.38,5,473.09,Loyal
2024-12-18,Afternoon,Teach,Angela,129.84,9,267.85,Returning
2024-11-14,Morning,Office,Stephanie,49.49,6,425.43,Loyal
2024-11-09,Evening,Among,Tammy,99.1,6,35.42,Loyal
2025-01-22,Afternoon,Make,Adrian,53.13,2,327.76,New
2024-12-27,Afternoon,Suffer,Katherine,117.79,10,38.06,Returning
2024-11-29,Afternoon,Blood,Timothy,127.71,0,408.98,Loyal
2024-11-29,Night,Response,Angela,61.31,3,76.9,Loyal
2025-03-14,Afternoon,Process,Jennifer,52.76,6,347.89,New
2025-02-25,Afternoon,Hospital,Tara,104.89,1,449.41,New
2025-02-09,Evening,Enough,Patricia,125.56,8,203.76,New
2024-11-05,Morning,Herself,Stephanie,91.28,5,273.03,New
2025-03-24,Night,Quickly,Michael,42.55,8,443.47,Loyal
2025-02-03,Night,Attorney,Matthew,74.29,7,370.81,Loyal
2024-11-30,Evening,Democrat,Christina,123.05,5,323.05,Returning
2025-04-12,Evening,Arm,Christian,121.2,0,373.33,Loyal
2024-12-27,Night,Fight,Jennifer,12.5,10,127.42,New
2025-02-21,Evening,Represent,Robert,122.46,5,135.08,Returning
2025-03-18,Night,Size,Kayla,106.99,8,380.46,Loyal
2025-03-08,Morning,Offer,John,115.1,8,430.97,New
2025-02-13,Afternoon,Story,Julie,17.61,2,240.26,Loyal
2025-03-24,Afternoon,Which,Mary,127.78,4,252.08,New
2025-01-07,Afternoon,Black,Janice,5.13,9,229.92,Returning
2025-03-30,Evening,Different,James,104.68,1,183.7,New
2024-10-30,Night,Seek,Edward,24.2,6,204.96,Loyal
2025-01-01,Night,Herself,Timothy,83.32,7,431.85,New
2025-01-27,Evening,Great,Lawrence,82.59,6,334.69,Loyal
2024-11-17,Afternoon,White,David,143.84,0,216.44,Loyal
2024-11-27,Morning,Traditional,Jeanette,99.81,7,392.74,Loyal
2024-11-01,Night,Require,Kyle,83.69,2,118.53,Returning
2024-11-14,Afternoon,Writer,Donna,119.54,0,43.72,New
2025-04-18,Evening,Show,Jennifer,123.49,9,260.39,Loyal
2025-02-09,Evening,Coach,Albert,93.23,1,132.08,Returning
2025-01-10,Afternoon,Produce,Donna,64,4,25.63,Returning
2025-04-09,Night,Me,Brittney,71.01,9,170.12,New
2025-01-06,Night,Say,Kenneth,144.06,0,58.34,New
2025-01-10,Evening,Staff,Lori,44.1,5,354.04,Loyal
2025-02-09,Night,Enter,Scott,18.2,8,303.91,Loyal
2024-12-08,Morning,Situation,Matthew,136.48,4,416.58,New
2024-12-13,Night,Dream,Chelsey,81.37,2,60.1,Returning
2025-03-27,Morning,Policy,Jasmine,40.35,0,325.87,Returning
2025-04-09,Night,Project,Joseph,116.82,6,166.28,Returning
2025-02-24,Morning,Road,Wyatt,129.74,9,119.13,New
2024-11-29,Afternoon,Travel,Jason,70.52,8,156.64,New
2025-01-26,Morning,Major,Philip,60.25,7,105.17,New
2025-02-10,Afternoon,Room,Derek,105.41,0,375.15,Returning
2024-12-05,Night,Physical,Chad,77.88,7,495.56,Returning
2025-04-02,Morning,Late,Glenn,108.07,1,235.64,Loyal
2025-04-02,Afternoon,Deep,Hannah,92.67,2,409.48,Returning
2025-03-01,Morning,Perform,David,62.26,1,92.8,Returning
2024-11-24,Night,Investment,Pamela,103.97,6,122.72,Returning
2025-02-24,Morning,Start,Chad,83.05,0,278.09,New
2025-03-12,Evening,Whose,Michael,25.97,2,56.25,Loyal
2025-01-04,Night,Finally,Monica,129.97,4,497.77,New
2025-01-10,Night,Whose,Deborah,54.49,2,37.34,Loyal
2024-12-02,Afternoon,Police,Christina,138.16,7,176.21,New
2025-04-09,Evening,Trouble,Katherine,74.32,10,67.91,New
2024-12-29,Night,Music,John,72.63,3,408.28,New
2025-01-01,Morning,Important,Andrea,21.79,6,38.8,Loyal
2025-04-30,Morning,Maintain,Jerome,37.48,8,483.73,New
2024-12-21,Night,Role,Robert,25.1,1,213.22,New
2025-04-25,Morning,Mouth,Jessica,7.98,1,348.44,Loyal
2024-11-28,Morning,Guess,Kelly,39.64,4,260.31,Returning
2025-02-06,Afternoon,Street,Regina,62.25,0,297.34,New
2025-02-08,Evening,Hand,Katelyn,61.5,9,427.01,Returning
2025-02-14,Afternoon,Across,Dan,27.85,6,326.35,Returning
2025-04-12,Evening,No,Lisa,105.23,6,70.81,Returning
2024-11-06,Afternoon,Around,Kathleen,87.23,6,122.08,Loyal
2025-03-21,Evening,Soldier,Jack,141.92,6,271.12,New
2024-12-15,Afternoon,Bank,Charles,147.37,4,97.96,New
2025-04-09,Afternoon,Board,John,67.4,2,335.02,New
2025-01-26,Morning,Since,Barbara,119.57,7,260.32,Loyal
2025-02-18,Afternoon,Food,Jacob,88.3,3,465.73,New
2024-12-22,Evening,Into,Craig,79.91,1,242.09,Returning
2025-04-27,Night,Student,Frank,25.7,3,138.74,Returning
2024-11-09,Evening,Federal,Kenneth,135.63,5,347.18,Returning
2025-04-06,Morning,Herself,Michele,81.99,10,463.93,Returning
2025-01-18,Afternoon,Little,Francisco,81.07,9,313.26,Returning
2025-01-01,Morning,Work,Tammy,131.96,10,181.99,New
2025-01-06,Night,Since,Timothy,6.65,7,372.92,New
2025-02-03,Night,Tree,Travis,95.98,5,391.68,Loyal
2024-11-09,Afternoon,Story,Mary,86.39,5,192.79,New
2025-04-26,Afternoon,Man,Deborah,22.18,5,249.99,Returning
2025-04-09,Night,Can,Craig,34.4,7,400.29,New
2024-12-31,Evening,Information,Meredith,112.67,3,446.57,Loyal
2025-02-02,Morning,Budget,William,88.25,3,58.99,Loyal
2025-01-08,Morning,Home,Kelly,78.23,8,312.69,Loyal
2025-04-23,Afternoon,Friend,Kristin,123.79,0,189.74,Returning
2024-10-31,Morning,Side,Teresa,41.79,3,400.53,Loyal
2025-03-25,Evening,A,Jeffery,48.06,5,391.72,Returning
2024-12-24,Night,Put,Manuel,23.06,1,95.48,New
2024-11-30,Morning,Teacher,Ricardo,74.15,0,137.48,Loyal
2025-02-05,Morning,May,Ryan,140.43,3,96.97,New
2025-04-20,Night,Put,Nicole,57.3,2,215.01,New
2025-03-14,Evening,Who,Melissa,68.09,1,420.95,New
2025-01-14,Afternoon,Morning,Angela,56.95,2,260.67,Loyal
2024-12-27,Night,Write,Melissa,142.85,2,143.68,Returning
2025-02-08,Evening,Suffer,Jessica,110.99,6,358.05,Returning
2025-04-19,Night,Teach,Brooke,67.28,9,382.79,New
2025-04-17,Afternoon,Certain,Spencer,13.91,5,342.2,Returning
2025-03-24,Afternoon,Close,John,127.83,5,138.08,New
2024-11-15,Afternoon,Arm,Michelle,108.68,9,487.02,Loyal
2024-12-18,Night,Door,John,98.15,9,476.12,New
2025-04-18,Afternoon,Ok,Megan,20.83,7,217.65,New
2025-02-17,Night,Once,Walter,34.73,1,36.36,Returning
2024-11-29,Night,Indeed,Martin,28.15,10,94.35,New
2024-11-02,Afternoon,Eight,Dominique,105.8,9,441.55,Returning
2025-04-13,Afternoon,Dog,Travis,100.74,9,343.69,Returning
2025-02-02,Night,Break,Rebecca,62.06,4,136.17,Returning
2025-03-09,Morning,Like,Jon,108.2,8,413.25,Returning
2024-12-27,Afternoon,Control,Nicole,108.09,8,339.17,Returning
2025-03-17,Evening,How,Amber,135.74,6,163.47,New
2025-02-27,Morning,Thought,Vanessa,54.64,9,213.15,Returning
2024-12-08,Evening,Catch,Ryan,98.57,7,48.81,Returning
2024-11-28,Evening,Really,Joshua,147.93,10,94.17,Returning
2024-11-10,Evening,Follow,William,59.83,3,388.74,Returning
2025-04-23,Morning,Trial,Katelyn,129.43,5,186.05,New
2025-01-09,Afternoon,Suddenly,Paula,111.02,8,228.83,New
2025-02-07,Morning,Senior,Steven,40.11,3,222.05,Loyal
2024-11-08,Night,Medical,Kathryn,70.28,10,141.66,Loyal
2025-04-09,Evening,Energy,Emily,104.74,2,229.97,Loyal
2024-11-04,Night,Information,Brenda,113.51,5,156.71,New
2025-04-17,Afternoon,Grow,Michael,33.03,2,328.92,Loyal
2025-02-20,Evening,Range,Richard,53.15,10,189.2,Returning
2025-01-03,Morning,Daughter,Anthony,97.43,9,365.43,Loyal
2024-11-16,Night,Idea,Jeffrey,44.1,3,270.56,New
2025-01-05,Night,Decision,Renee,127.26,3,397.27,New
2024-11-14,Morning,Every,Janice,143.58,4,253.93,Returning
2025-03-24,Afternoon,Help,Alicia,130.05,3,163.23,Returning
2024-11-03,Evening,Argue,Dawn,122.23,8,290.24,Returning
2025-02-14,Afternoon,Method,Marco,25.56,0,448.83,Loyal
2025-01-12,Night,Last,Susan,77.44,6,477.51,Loyal
2025-03-04,Night,Decision,Brent,80.52,8,269.83,Returning
2025-01-19,Morning,World,Jennifer,114.77,2,316.89,Loyal
2024-12-09,Morning,Relate,Ashley,80.72,4,463.22,Returning
2024-12-04,Evening,Quite,Dale,139.27,4,302.76,Returning
2024-11-02,Morning,Tax,James,68.52,2,405.08,Loyal
2025-03-28,Morning,Play,Brandon,67.16,10,229.3,Loyal
2025-02-23,Afternoon,Woman,Megan,26.19,2,412.44,Loyal
2025-02-09,Afternoon,Agree,Maria,113.09,2,223.18,New
2025-04-27,Evening,Population,William,71.77,8,316.03,Loyal
2024-12-09,Night,Look,Daniel,140.26,2,149.35,Loyal
2024-12-30,Morning,Suggest,Andrew,50.86,0,62.8,Returning
2024-12-18,Afternoon,Especially,Nicholas,68.96,7,397.19,Returning
2025-01-30,Afternoon,Training,Matthew,122.92,6,68.19,Returning
2024-11-11,Afternoon,Issue,Theresa,60.98,5,114.29,Returning
2024-12-02,Morning,Both,John,15.39,8,494.76,Returning
2024-12-05,Night,Really,Karen,104.54,1,298.47,Loyal
2025-04-11,Night,Language,Paul,139.84,9,298.52,Returning
2025-03-05,Night,Term,Tammy,72.02,7,201.45,New
2025-01-19,Afternoon,Add,Carolyn,26.3,1,441.23,Loyal
2024-12-27,Night,Population,Selena,96.88,4,401.74,Loyal
2025-01-25,Night,Concern,Nathan,22.87,0,396.5,Loyal
2025-03-09,Evening,Lawyer,James,29.13,1,392.63,Loyal
2024-11-18,Afternoon,Pay,Brianna,135.69,7,406.53,Loyal
2025-04-14,Morning,Since,Mary,123.97,1,37.38,Returning
2024-11-23,Evening,Several,Andrew,118.72,5,368.34,Returning
2025-01-30,Evening,Whose,Derrick,57.58,4,166.19,Returning
2025-03-14,Evening,Region,Samantha,111.38,2,100.23,Returning
2025-03-10,Afternoon,Always,James,43.69,3,249.99,Loyal
2025-01-19,Night,Glass,Jose,140.53,10,126.09,New
2025-03-03,Night,Cold,Johnathan,45.71,3,272.27,New
2025-01-22,Evening,Evening,Roberta,126.55,6,421.46,Loyal
2025-04-10,Afternoon,Quickly,Johnny,36.32,0,166.34,Loyal
2025-03-17,Morning,Recognize,John,48.41,6,489.65,New
2024-12-24,Evening,After,Danielle,114.95,8,172.72,Returning
2025-01-28,Evening,Read,Harry,71.74,6,383.7,Returning
2025-04-01,Morning,Test,Robert,147.12,5,54.77,Returning
2024-11-15,Morning,Baby,Laura,6.19,1,47.01,Returning
2025-02-16,Afternoon,Land,Jennifer,124.2,10,84.32,New
2025-01-15,Evening,Speak,Cory,85.48,3,164.45,Loyal
2025-01-30,Night,Where,Jennifer,142.08,10,41.1,New
2025-04-21,Night,Quite,Stephanie,17.21,0,337.79,New
2024-12-18,Afternoon,According,Oscar,145.36,4,406.84,New
2025-01-28,Morning,Fine,Kristin,107.57,9,485.22,Returning
2025-04-14,Afternoon,Someone,Nicholas,9.02,2,441.03,Loyal
2025-02-24,Afternoon,Responsibility,Nicole,60.36,8,308.56,Returning
2024-11-21,Night,Newspaper,Elizabeth,144.62,6,403.51,Loyal
2025-03-28,Evening,Outside,Kristi,121.02,6,325.87,Returning
2025-04-22,Morning,Glass,James,51.58,9,220.81,Loyal
2024-11-13,Afternoon,Figure,Donna,117.51,3,149.82,New
2025-03-15,Night,Floor,John,134.98,4,70.02,New
2024-11-02,Evening,Exist,Andrea,42.56,1,223.27,New
2024-12-20,Evening,Since,Michael,134,6,236.95,New
2024-12-21,Night,Next,Brenda,40.55,3,291.8,Returning
2025-03-23,Afternoon,Article,James,64.09,6,430.06,Loyal
2024-12-05,Afternoon,Low,Tara,57.55,3,81.95,Returning
2025-03-05,Afternoon,Life,Tina,72.02,0,480.49,Returning
2025-04-09,Afternoon,Budget,Jason,16.97,6,193.82,Loyal
2025-01-13,Morning,Win,Dillon,138.96,8,318.08,New
2025-01-21,Night,Finish,Stephen,138.97,6,133.38,Returning
2025-03-23,Night,Service,Bobby,94.15,3,217.94,New
2025-02-06,Afternoon,Practice,Susan,136.21,6,268.62,Loyal
2025-03-09,Night,These,Douglas,11.03,5,173.38,New
2024-11-10,Morning,Possible,Sara,135.34,5,444.85,New
2025-04-22,Morning,Manage,Donna,93.66,0,127.84,New
2024-12-03,Morning,Decision,Deborah,33.28,8,182.26,Loyal
2024-12-21,Morning,Majority,Leah,112.74,7,255.27,New
2024-11-11,Afternoon,Father,Billy,63.16,7,463.77,New
2025-04-21,Night,Middle,Kathryn,123.82,0,125.07,Returning
2025-04-19,Afternoon,Think,Michael,96.27,10,299.44,Loyal
2024-11-30,Night,Market,Tanner,146.91,4,31.83,Loyal
2024-12-17,Night,Official,James,38.3,7,166.02,Returning
2024-12-17,Afternoon,Floor,Virginia,18.01,1,432.41,Loyal
2025-01-03,Night,Recent,Dorothy,134.34,0,423.65,New
2025-03-20,Night,Join,Cynthia,111.98,0,131.47,Loyal
2025-01-08,Afternoon,Decision,Donna,52.02,7,308.49,New
2025-02-18,Afternoon,Artist,Christine,122.74,8,157.96,Loyal
2025-04-18,Evening,Evening,Anthony,92.01,6,405.28,New
2025-03-21,Evening,Tree,Wendy,11.3,4,97.36,Loyal
2024-11-12,Evening,Will,Emily,149.71,2,113.07,Returning
2024-12-14,Evening,Final,Valerie,22.28,4,448.64,Loyal
2024-11-10,Night,Morning,Peter,75.94,3,119.43,New
2025-04-26,Evening,Director,Aaron,130.08,6,281.66,Returning
2024-12-14,Evening,Analysis,Kevin,99.25,3,309.22,Loyal
2025-01-02,Night,Face,James,119.31,7,329.92,Returning
2025-02-28,Evening,Quite,Karen,50.77,3,320.81,Loyal
2025-02-18,Morning,Whether,Olivia,69.26,3,435.66,Loyal
2025-03-04,Afternoon,Democratic,Alexander,28.48,10,297.29,Loyal
2025-04-19,Morning,Them,Brandy,35.1,0,239.7,Returning
2024-11-26,Morning,Feeling,Daniel,32.96,2,185.45,Loyal
2024-11-16,Evening,Even,William,148.15,1,382.06,Loyal
2025-04-03,Afternoon,Big,Michelle,98.67,5,184.51,Returning
2025-04-26,Afternoon,Everything,Anne,16.82,1,295.74,Returning
2025-02-28,Morning,Recent,Amanda,143.81,9,168.02,Loyal
2024-12-26,Night,Professional,Matthew,82.84,6,53.99,Returning
2025-02-08,Afternoon,Popular,Ronald,132.31,4,467.3,Returning
2025-02-08,Afternoon,West,Roy,119.53,5,475.54,Loyal
2024-11-09,Morning,Entire,Richard,113.73,8,357.2,Loyal
2025-01-04,Morning,Training,Kimberly,34.48,7,197.81,Returning
2025-03-30,Night,Would,Mark,22.34,2,47.98,Loyal
2025-04-24,Afternoon,Rule,Dawn,125.72,2,200.79,Loyal
2025-03-03,Night,Side,John,83.49,8,386.36,Loyal
2025-04-23,Night,Throughout,Matthew,20.21,6,455.06,New
2024-12-03,Night,Go,Jill,113.19,0,194.33,Returning
2025-03-01,Morning,Idea,Stacy,7.34,10,26.06,Returning
2025-03-17,Morning,Instead,Yvonne,53.83,1,401.83,New
2025-01-08,Afternoon,Light,Danielle,42.26,8,177.82,New
2025-02-16,Morning,Tv,Daniel,33.77,0,477.97,Returning
2025-01-30,Night,Speech,April,5.37,5,398.32,Returning
2025-04-04,Morning,Small,Jasmine,30.1,8,458.56,Loyal
2025-02-18,Afternoon,Table,Robert,84.04,0,342.83,Returning
2025-03-13,Night,Treat,Todd,96.38,1,388.66,New
2024-11-14,Evening,Information,Randall,44.82,2,23.64,Loyal
2024-11-12,Night,Debate,Audrey,66.26,0,62.55,New
2024-12-13,Morning,You,Troy,103.85,0,238.75,New
2024-11-12,Morning,Without,Brian,61.15,5,57.47,New
2025-02-13,Morning,Bit,Jeremy,41.29,7,494.17,New
2025-01-25,Morning,Standard,Thomas,79.61,6,27.81,Loyal
2025-04-01,Afternoon,Simple,James,117.51,7,265.78,Loyal
2025-02-12,Evening,Seven,Candice,59.32,4,362.4,Loyal
2025-01-10,Night,Large,Henry,7.53,1,375.48,Returning
2024-11-06,Night,Expect,Kelli,15.97,4,141.59,Loyal
2025-01-28,Evening,Rate,Sarah,141.98,3,105.82,New
2025-02-06,Night,Describe,Howard,110.7,1,96.04,Loyal
2024-12-04,Afternoon,Eye,William,93.2,3,388.59,Loyal
2025-02-04,Morning,Final,April,45.2,9,288.6,Returning
2025-04-28,Night,Safe,Anthony,68.24,7,250.98,Loyal
2024-12-29,Evening,White,Steven,72.31,8,31.26,Loyal
2024-12-14,Afternoon,Mean,Kara,86.09,6,435.69,Loyal
2024-11-06,Morning,Per,Linda,29.17,2,347.29,Loyal
2024-11-18,Afternoon,Throw,Kevin,74.68,4,489.14,New
2024-11-08,Night,Decide,Jessica,93.24,4,125.92,Loyal
2025-03-28,Evening,Believe,Jeremy,126.21,7,219.54,Loyal
2025-01-23,Morning,Without,Maria,20.47,1,181.2,Loyal
2025-03-30,Morning,Arm,Sherry,34.03,7,23.73,Loyal
2025-01-24,Evening,Respond,Dana,19.73,4,217.32,Loyal
2025-04-21,Morning,Figure,Theodore,100.21,7,77.39,Loyal
2025-01-21,Afternoon,Music,Charles,59.61,9,280.78,Returning
2024-10-30,Afternoon,Also,Melinda,29.04,10,126.97,Returning
2025-02-11,Afternoon,Manager,Angela,33.87,10,396.53,Returning
2025-04-30,Evening,Fear,Charles,72.02,7,56.42,Returning
2025-04-22,Night,Myself,Christine,102.77,3,142.44,Returning
2025-02-26,Night,Message,Courtney,108.73,1,314.55,New
2024-12-19,Evening,Set,Samuel,25.91,9,389.72,Loyal
2024-12-06,Afternoon,Both,Teresa,148.43,10,38.61,Returning
2025-04-19,Evening,State,Jeffrey,101.59,4,168.79,New
2024-12-29,Night,Particular,Veronica,19.82,7,172.29,Loyal
2025-04-09,Afternoon,View,Devin,43.51,7,118.37,Loyal
2024-12-20,Night,Activity,Elizabeth,24.12,7,398.74,New
2025-01-20,Night,Truth,Rodney,25.7,2,445.99,New
2025-04-05,Afternoon,Recognize,Lauren,56.84,4,40.35,New
2025-04-15,Night,School,Janet,72.57,8,341.76,Returning
2025-04-27,Afternoon,Last,Alexis,54.91,9,320.27,Loyal
2025-03-14,Evening,Ball,Hannah,89.07,6,440.3,Returning
2025-04-20,Evening,Second,Kimberly,86.92,8,436.08,Loyal
2025-01-28,Afternoon,Nor,Lisa,75.9,7,59.05,Returning
2024-11-26,Afternoon,Require,Frederick,91.64,3,421.79,New
2024-11-01,Morning,Force,Jessica,143.87,1,416.09,Returning
2025-03-24,Morning,Operation,Oscar,53.33,6,365.87,Loyal
2025-02-22,Afternoon,Note,Melinda,69.6,9,129.45,New
2025-03-09,Night,Water,Gregory,59.13,3,202.54,Returning
2024-11-22,Morning,Show,Michelle,122.96,5,79.07,New
2024-12-02,Evening,Institution,Samantha,74.69,9,333.54,Loyal
2024-12-01,Afternoon,Term,Robert,138.26,6,54.52,Loyal
2024-12-07,Afternoon,Land,Rachel,144.9,0,474.13,New
2025-01-21,Morning,Give,Tammy,142.8,3,329.43,New
2025-04-08,Evening,Source,Joel,136.57,5,53.39,Loyal
2024-12-17,Night,Language,Joshua,72.84,10,142.74,Loyal
2025-04-28,Night,Newspaper,Michael,138.01,3,426.08,Loyal
2025-01-31,Morning,Almost,Daniel,8.8,6,421.76,Loyal
2025-02-20,Night,Interest,Joshua,102.57,10,184.95,Loyal
2025-04-07,Afternoon,Pressure,Hayley,140.55,3,31.48,Loyal
2024-11-28,Afternoon,Produce,Gregory,19.41,0,183.62,New
2025-02-03,Morning,Hundred,Jonathan,72.85,0,256.62,Loyal
2024-11-09,Morning,Security,Beth,55.43,10,63.41,New
2025-02-23,Evening,Prove,Jennifer,128.32,7,60.49,Loyal
2025-01-05,Morning,List,Monique,75.95,10,418.33,Returning
2025-02-27,Morning,Consumer,Kendra,100.66,0,129.06,New
2025-04-16,Morning,Serious,Paul,75.7,3,104.21,New
2024-12-26,Evening,Offer,Brittany,120.07,6,372.16,Returning
2025-01-12,Night,Name,Ana,78.67,2,399.32,Returning
2025-01-06,Night,New,Laura,27.08,1,377.87,Loyal
2025-01-15,Night,All,Samuel,142.08,9,415.02,Loyal
2024-11-11,Afternoon,Size,Kathy,6.84,8,47.06,Returning
2025-02-10,Night,Drug,Trevor,33.32,6,218.16,Returning
2025-03-06,Morning,Lose,Todd,74.15,3,81.79,Returning
2025-02-20,Morning,Campaign,Todd,44.33,0,72.82,Returning
2025-03-16,Afternoon,Detail,Julie,105.47,9,465.3,New
2025-01-10,Morning,Model,Katelyn,23.26,3,271.79,Loyal
2025-01-01,Morning,Up,John,123.44,3,208.65,Returning
2024-12-25,Afternoon,Floor,Mariah,103.88,1,251.5,Returning
2025-01-06,Evening,Southern,Tara,54.64,6,39.81,Loyal
2025-01-14,Night,Happy,Andrew,22.91,1,314.39,New
2025-01-31,Night,Career,Logan,134.08,3,216.08,New
2025-01-01,Afternoon,Others,Robert,103.37,1,107.66,Returning
2025-04-13,Morning,Run,Kathleen,51.34,6,134.72,Returning
2025-03-27,Afternoon,Save,Joseph,96.81,5,467.95,Returning
2024-12-03,Morning,Forget,Michele,57.39,3,304.94,Returning
2025-01-20,Morning,Throughout,Charles,46.8,10,294.48,Returning
2025-01-27,Evening,Forward,Beverly,45.2,5,135.97,New
2025-04-02,Evening,Pretty,Jason,17.52,10,419.74,New
2024-12-27,Evening,Effort,Rachel,115.62,0,435.89,Returning
2025-01-06,Evening,Popular,Zachary,24.29,2,387.83,New
2024-12-27,Afternoon,Close,James,83.45,9,51.13,Returning
2024-11-07,Evening,Usually,Victoria,99.06,9,249.24,New
2024-12-20,Afternoon,Sure,Catherine,110.68,0,343.12,New
2025-03-07,Afternoon,Peace,Regina,130.53,6,384.42,Returning
2024-11-01,Evening,Along,Daniel,38.19,10,156.65,Returning
2025-04-15,Night,Student,Brittany,13.98,3,72.91,Returning
2025-02-14,Evening,Water,Adam,82.4,9,150,Loyal
2025-03-09,Morning,Former,Lauren,82.82,3,378.65,Returning
2025-01-26,Evening,Grow,Rhonda,102.76,1,133.1,Loyal
2025-04-04,Evening,Candidate,Karen,110.3,2,312.8,New
2024-11-15,Night,Defense,Cynthia,138.99,2,314.55,New
2025-01-07,Afternoon,Owner,Erica,77.82,8,272.88,Loyal
2025-04-23,Evening,Mission,Terry,87.83,1,373.26,New
2025-03-17,Evening,Middle,Michael,30.65,6,484.77,Returning
2024-11-27,Evening,Difference,Sandra,88.61,3,112.95,Returning
2025-01-05,Afternoon,Program,Patricia,37.87,3,245.37,Loyal
2025-02-26,Afternoon,Whole,Ashley,26.62,10,426.17,New
2025-02-04,Evening,Less,Michael,141.14,9,79.62,New
2024-11-10,Afternoon,Where,Robert,116.54,0,33.3,Returning
2025-02-23,Morning,Threat,Kathy,89.18,4,196.15,Loyal
2025-02-13,Morning,Join,Isaac,44.5,7,74.69,Returning
2025-01-27,Evening,Sister,Matthew,89.85,8,456.24,Returning
2024-11-23,Evening,Large,Joseph,40.55,7,350.33,Loyal
2025-01-05,Evening,Single,Robert,146.91,4,431.55,Returning
2025-03-29,Night,Low,Vanessa,121.88,4,126.41,Returning
2024-12-04,Evening,Entire,Alexis,112.22,5,272.25,New
2024-11-06,Morning,Resource,Richard,144.27,7,313.47,New
2025-02-07,Afternoon,Rock,Sherry,46.41,8,437.17,New
2024-11-26,Night,Thousand,George,135.82,2,227.83,Returning
2025-01-14,Evening,Her,Melanie,109.48,2,472.15,Returning
2025-02-20,Afternoon,Human,David,113.56,5,431.44,Returning
2025-02-06,Afternoon,Home,Jennifer,8.15,2,356.09,Returning
2024-11-16,Night,Enough,Joe,135.2,3,252.07,Loyal
2025-03-06,Night,Idea,Kevin,38.67,1,224.58,Returning
2025-01-31,Night,Focus,Jeff,64.69,10,476.14,Loyal
2024-12-17,Evening,Now,Aaron,67.92,0,277.51,Loyal
2025-03-05,Afternoon,Fly,Joseph,38.66,3,237.51,Returning
2025-03-09,Night,Again,Austin,88.1,2,209.71,New
2024-11-26,Night,White,Pam,7.51,2,462.9,Loyal
2024-11-02,Morning,Its,Danny,6.22,7,325.19,Loyal
2025-01-13,Evening,Other,Timothy,103.91,1,486.02,New
2025-02-14,Night,Western,Amanda,133.41,3,409.34,Loyal
2024-12-23,Morning,Early,Kevin,38.5,2,295.04,New
2025-02-22,Morning,Become,Jennifer,61.41,7,462.17,Loyal
2025-04-12,Morning,Individual,Robert,27.59,9,277.85,New
2025-02-17,Night,Discover,Kimberly,134.4,1,358.01,New
2024-12-05,Afternoon,Congress,Cynthia,119.93,8,21.86,New
2024-12-31,Evening,Sure,Timothy,108.93,8,255.88,Returning
2025-04-23,Morning,Threat,Ashley,9.99,2,455.09,Loyal
2025-04-10,Afternoon,Threat,Ann,38.44,3,103.17,New
2024-11-25,Afternoon,Yes,Maria,42.8,3,324.53,New
2025-01-20,Morning,Radio,Marc,84.08,7,25.16,Loyal
2024-10-31,Morning,Where,Matthew,37.88,10,445.87,Returning
2024-12-21,Evening,Must,Chelsea,85.5,8,97.7,Returning
2025-01-21,Night,Whatever,Brett,7.32,1,372.07,Returning
2025-04-16,Morning,Travel,Stacy,135.27,10,326.25,Returning
2024-11-03,Night,Today,Brenda,110.11,7,68.73,New
2024-12-07,Evening,Democrat,Corey,130.45,7,377.32,Loyal
2025-03-05,Evening,As,Mary,38.2,9,283.62,New
2024-11-27,Evening,Civil,Guy,17.62,10,222.05,New
2025-04-28,Morning,Season,Mark,98.66,4,309.38,Loyal
2024-11-11,Afternoon,Decide,Kayla,42.16,8,27.11,New
2025-04-16,Evening,Car,Erik,136.83,8,129.02,Loyal
2025-01-23,Night,Trial,Mary,41.24,5,272.74,New
2025-03-01,Evening,Another,Joseph,72.51,1,340.58,Loyal
2025-01-12,Morning,Rich,Sheryl,48.43,10,426.61,Returning
